Id,Title,Location,Publisher,ISSN,Volume,Issue #,Publication date
nla.obj-628544937,Civic Digest 628544937,Downtown Branch,Broadview Books,6599-4193,31,26,1964-08-08
nla.obj-628545015,Civic Journal 628545015,Archives Room,Brighton Review,6600-4200,32,27,1964-08-15
nla.obj-628545053,Research Observer 628545053,Main Library - Floor 2,Pinecrest Editions,6601-4207,9,28,1964-08-22
nla.obj-628545077,Civic Chronicle 628545077,Downtown Branch,Ironwood Editions,6602-4214,2,29,1964-08-29
nla.obj-628545106,Environmental Review 628545106,South Campus Library,Pinecrest Review,6603-4221,43,30,1964-09-05
nla.obj-628545230,Environmental Forum 628545230,South Campus Library,Fairmont Press,6604-4228,30,31,1964-09-12
nla.obj-628545314,Education Review 628545314,Riverside Branch,Northbridge House,6605-4235,10,32,1964-09-19
nla.obj-628635878,Technology Chronicle 628635878,Stacks B,Bluebird Publishing,6606-4242,33,11,1931-06-27
nla.obj-628638880,Arts Times 628638880,Archives Room,Northbridge Press,6607-4249,46,15,1931-07-25
nla.obj-629846825,Health Report 629846825,Stacks B,Northbridge Journals,6608-4256,32,2160,1921-07-07
nla.obj-629846849,Policy Bulletin 629846849,Stacks A,Pinecrest Review,6609-4263,44,2161,1921-07-14
nla.obj-629846863,Business Times 629846863,Main Library - Floor 2,Elmwood Press,6610-4270,28,2162,1921-07-21
nla.obj-629846940,Medical Review 629846940,Main Library - Floor 2,Redwood Publishing,6611-4277,18,2163,1921-07-28
nla.obj-629846965,Arts Chronicle 629846965,North Campus Library,Elmwood House,6612-4284,47,2164,1921-08-04
nla.obj-629846987,Arts Times 629846987,Main Library - Floor 1,Elmwood Press,6613-4291,45,2165,1921-08-11
nla.obj-629847009,Global Observer 629847009,Main Library - Floor 2,Stonefield Editions,6614-4298,27,2166,1921-08-18
nla.obj-629847023,Science Observer 629847023,Main Library - Floor 1,Granite Editions,6615-4305,19,2167,1921-08-25
nla.obj-629847046,Research Report 629847046,Main Library - Floor 1,Stonefield Works,6616-4312,13,2168,1921-09-01
nla.obj-629847067,Public Affairs Times 629847067,Archives Room,Northbridge Editions,6617-4319,17,2169,1921-09-08
nla.obj-629847080,Innovation Digest 629847080,Reference Wing,Fairmont Media Group,6618-4326,34,2170,1921-09-15
nla.obj-629847102,Policy Digest 629847102,Downtown Branch,Crown Journals,6619-4333,1,2171,1921-09-22
nla.obj-629939621,Health Review 629939621,Main Library - Floor 1,Ironwood Review,6620-4340,22,2387,1925-11-12
nla.obj-629970629,Public Affairs Observer 629970629,Reference Wing,Bluebird Works,6621-4347,9,2172,1921-09-29
nla.obj-629970664,Environmental Journal 629970664,Downtown Branch,Brighton Review,6622-4354,36,2173,1921-10-06
nla.obj-629970796,Technology Times 629970796,Main Library - Floor 1,Bluebird Journals,6623-4361,39,2174,1921-10-13
nla.obj-629971017,Legal Observer 629971017,Stacks B,Harbor Journals,6624-4368,24,2175,1921-10-20
nla.obj-629971219,Research Review 629971219,Main Library - Floor 1,Northbridge Books,6625-4375,5,2176,1921-10-27
nla.obj-629971256,Literary Report 629971256,Downtown Branch,Harbor Media Group,6626-4382,43,2177,1921-11-03
nla.obj-629971387,Policy Observer 629971387,North Campus Library,Harbor Works,6627-4389,7,2178,1921-11-10
nla.obj-629971485,Health Digest 629971485,South Campus Library,Brighton Review,6628-4396,13,2179,1921-11-17
nla.obj-629971559,Technology Review 629971559,North Campus Library,Pinecrest Publishing,6629-4403,26,2180,1921-11-24
nla.obj-629971690,Education Forum 629971690,Stacks B,Westgate Press,6630-4410,43,2182,1921-12-08
nla.obj-629971734,Research Times 629971734,Reference Wing,Crescent Books,6631-4417,28,2183,1921-12-15
nla.obj-629971910,Industry Quarterly 629971910,Stacks A,Redwood Editions,6632-4424,6,2184,1921-12-22
nla.obj-629972015,Innovation Report 629972015,Media Center,Pinecrest Publications,6633-4431,18,2185,1921-12-29
nla.obj-630188806,Arts Observer 630188806,Stacks B,Pinecrest House,6634-4438,45,2629,1930-07-02
nla.obj-630188904,Economic Quarterly 630188904,Reference Wing,Ironwood House,6635-4445,19,2630,1930-07-09
nla.obj-630675929,Health Review 630675929,North Campus Library,Bluebird Books,6636-4452,19,10,2017-01-01
nla.obj-630776969,Legal Chronicle 630776969,Main Library - Floor 1,Stonefield Books,6637-4459,15,33,1955-09-17
nla.obj-630776988,Education Times 630776988,South Campus Library,Westgate Books,6638-4466,13,34,1955-10-01
nla.obj-630777003,Legal Journal 630777003,Stacks B,Pinecrest Review,6639-4473,6,35,1955-11-01
nla.obj-630777027,Public Affairs Bulletin 630777027,Main Library - Floor 2,Summit Publications,6640-4480,27,36,1955-12-01
nla.obj-630777042,Economic Report 630777042,North Campus Library,Crescent Publications,6641-4487,40,37,1956-01-01
nla.obj-630777069,Public Affairs Report 630777069,North Campus Library,Maple Works,6642-4494,19,38,1956-02-01
nla.obj-630777088,Innovation Digest 630777088,Archives Room,Fairmont Media Group,6643-4501,9,39,1956-03-01
nla.obj-630797531,Global Forum 630797531,Archives Room,Redwood Media Group,6644-4508,44,26,1955-07-30
nla.obj-630797566,Economic Digest 630797566,Main Library - Floor 1,Redwood Press,6645-4515,4,27,1955-08-06
nla.obj-630797589,Economic Forum 630797589,Periodicals Desk,Fairmont Works,6646-4522,26,28,1955-08-13
nla.obj-630797609,Business Times 630797609,Media Center,Elmwood Journals,6647-4529,39,29,1955-08-20
nla.obj-630797623,Business Digest 630797623,Riverside Branch,Fairmont Editions,6648-4536,15,30,1955-08-27
nla.obj-630797646,Policy Bulletin 630797646,Main Library - Floor 2,Northbridge Works,6649-4543,29,31,1955-09-03
nla.obj-630797667,Culture Digest 630797667,Periodicals Desk,Crown Books,6650-4550,47,32,1955-09-10
nla.obj-630949818,Business Forum 630949818,Media Center,Harbor Editions,6651-4557,45,20,1955-07-02
nla.obj-630949839,Culture Report 630949839,Downtown Branch,Stonefield Editions,6652-4564,37,21,1955-07-09
nla.obj-630949852,Legal Journal 630949852,Downtown Branch,Brighton Works,6653-4571,27,22,1955-07-13
nla.obj-630949871,Environmental Times 630949871,Main Library - Floor 2,Northbridge Editions,6654-4578,3,23,1955-07-16
nla.obj-630949894,Medical Review 630949894,Main Library - Floor 2,Harbor Publications,6655-4585,24,24,1955-07-23
nla.obj-630949917,Economic Observer 630949917,Main Library - Floor 2,Redwood Press,6656-4592,32,25,1955-07-24
nla.obj-631241039,Science Report 631241039,South Campus Library,Elmwood Review,6657-4599,37,2405,1926-03-18
nla.obj-631242740,Innovation Forum 631242740,Archives Room,Bluebird Press,6658-4606,25,2438,1926-11-04
nla.obj-631254971,Legal Quarterly 631254971,Stacks B,Fairmont Books,6659-4613,4,2447,1927-01-06
nla.obj-631262465,Industry Quarterly 631262465,Main Library - Floor 1,Fairmont Press,6660-4620,20,2477,1927-08-04
nla.obj-631265742,Business Journal 631265742,Stacks B,Hillside Review,6661-4627,13,2479,1927-08-18
nla.obj-631270698,Civic Times 631270698,Stacks B,Summit Publishing,6662-4634,17,2484,1927-09-22
nla.obj-631287262,Business Observer 631287262,Reference Wing,Maple Journals,6663-4641,24,28,1968-07-06
nla.obj-631287281,Innovation Journal 631287281,Stacks A,Summit Publications,6664-4648,18,29,1968-07-13
nla.obj-631287306,Arts Forum 631287306,Downtown Branch,Hillside Publications,6665-4655,36,30,1968-07-20
nla.obj-631287322,Legal Quarterly 631287322,Stacks A,Harbor Books,6666-4662,14,31,1968-07-27
nla.obj-631287340,Policy Review 631287340,Media Center,Brighton Journals,6667-4669,27,32,1968-08-03
nla.obj-631287365,Education Quarterly 631287365,Archives Room,Crown Publications,6668-4676,15,33,1968-08-10
nla.obj-631287387,Health Review 631287387,Reference Wing,Broadview House,6669-4683,17,34,1968-08-17
nla.obj-631287404,Innovation Chronicle 631287404,Archives Room,Hillside Journals,6670-4690,37,35,1968-08-24
nla.obj-631287420,Environmental Report 631287420,Reference Wing,Northbridge Review,6671-4697,1,36,1968-08-31
nla.obj-631287448,Medical Observer 631287448,North Campus Library,Crown Journals,6672-4704,31,37,1968-09-07
nla.obj-631287461,Finance Digest 631287461,Stacks A,Riverside Media Group,6673-4711,20,38,1968-09-14
nla.obj-631287485,Culture Forum 631287485,Main Library - Floor 2,Westgate Publishing,6674-4718,27,39,1968-09-21
nla.obj-631287500,Innovation Observer 631287500,Stacks B,Lakeshore Editions,6675-4725,25,40,1968-10-01
nla.obj-631287521,Economic Bulletin 631287521,Reference Wing,Redwood Journals,6676-4732,40,41,1968-11-01
nla.obj-631287545,Environmental Review 631287545,Riverside Branch,Elmwood Publishing,6677-4739,3,42,1968-12-01
nla.obj-631303888,Innovation Review 631303888,South Campus Library,Fairmont Books,6678-4746,4,2622,1930-05-14
nla.obj-631338675,Technology Times 631338675,Periodicals Desk,Northbridge Publications,6679-4753,39,2628,1930-06-25
nla.obj-631348517,Arts Review 631348517,Downtown Branch,Broadview Press,6680-4760,5,2858,1934-11-21
nla.obj-631355464,Technology Quarterly 631355464,Main Library - Floor 1,Summit Editions,6681-4767,25,2863,1934-12-26
nla.obj-631364223,Education Journal 631364223,Periodicals Desk,Brighton House,6682-4774,24,2941,1936-06-24
nla.obj-631367285,Medical Observer 631367285,South Campus Library,Maple Publishing,6683-4781,37,3026,1938-02-09
nla.obj-631376160,Medical Review 631376160,Main Library - Floor 1,Ironwood Press,6684-4788,10,3108,1939-09-06
nla.obj-631382021,Business Digest 631382021,Riverside Branch,Ironwood Press,6685-4795,29,3187,1941-03-12
nla.obj-631390644,Medical Observer 631390644,North Campus Library,Crescent Journals,6686-4802,8,3196,1941-05-14
nla.obj-631398658,Science Forum 631398658,Media Center,Elmwood Publishing,6687-4809,16,3210,1941-08-20
nla.obj-631411279,Medical Review 631411279,Main Library - Floor 1,Lakeshore Review,6688-4816,20,3213,1941-09-10
nla.obj-631416918,Medical Forum 631416918,Stacks B,Summit Publishing,6689-4823,43,3266,1942-09-16
nla.obj-631417257,Science Quarterly 631417257,Stacks A,Bluebird Publishing,6690-4830,21,3301,1943-05-19
nla.obj-631430225,Literary Digest 631430225,Stacks A,Riverside Publications,6691-4837,41,3305,1943-06-16
nla.obj-631433964,Culture Journal 631433964,Stacks A,Crescent Journals,6692-4844,21,3334,1944-01-05
nla.obj-631485155,Literary Quarterly 631485155,Main Library - Floor 2,Lakeshore Journals,6693-4851,8,6,1936-01-01
nla.obj-631853831,Legal Quarterly 631853831,Riverside Branch,Harbor Publishing,6694-4858,5,19,1954-07-03
nla.obj-631853853,Legal Chronicle 631853853,Archives Room,Ironwood Publications,6695-4865,36,20,1954-07-10
nla.obj-631853877,Civic Bulletin 631853877,Main Library - Floor 1,Brighton Media Group,6696-4872,8,21,1954-07-17
nla.obj-631853890,Health Bulletin 631853890,Stacks B,Brighton Review,6697-4879,43,22,1954-07-24
nla.obj-631853913,Finance Observer 631853913,North Campus Library,Redwood Journals,6698-4886,15,23,1954-07-31
nla.obj-631853937,Finance Quarterly 631853937,North Campus Library,Maple Publishing,6699-4893,35,24,1954-08-07
nla.obj-631853959,Literary Forum 631853959,Downtown Branch,Summit Media Group,6700-4900,26,25,1954-08-14
nla.obj-631853984,Education Chronicle 631853984,Riverside Branch,Ironwood Media Group,6701-4907,8,26,1954-08-18
nla.obj-631854009,Research Journal 631854009,South Campus Library,Westgate Press,6702-4914,1,27,1954-08-21
nla.obj-631854023,Technology Chronicle 631854023,Main Library - Floor 1,Crown Books,6703-4921,11,28,1954-08-28
nla.obj-631886819,Medical Digest 631886819,Stacks A,Crown Press,6704-4928,27,29,1954-09-04
nla.obj-631886835,Arts Report 631886835,Main Library - Floor 1,Riverside Press,6705-4935,23,30,1954-09-11
nla.obj-631886856,Legal Observer 631886856,North Campus Library,Broadview House,6706-4942,46,31,1954-09-18
nla.obj-631886870,Business Bulletin 631886870,Main Library - Floor 2,Harbor Works,6707-4949,42,32,1954-10-01
nla.obj-631886897,Literary Review 631886897,Stacks A,Riverside Works,6708-4956,34,33,1954-11-01
nla.obj-631886914,Economic Bulletin 631886914,Main Library - Floor 1,Maple Media Group,6709-4963,28,34,1954-12-01
nla.obj-631886938,Environmental Bulletin 631886938,North Campus Library,Lakeshore Books,6710-4970,14,35,1955-01-01
nla.obj-631886951,Health Review 631886951,Stacks B,Northbridge Journals,6711-4977,5,36,1955-02-01
nla.obj-631886972,Research Times 631886972,Media Center,Ironwood Publishing,6712-4984,19,37,1955-03-01
nla.obj-631910218,Literary Report 631910218,Media Center,Crown Publishing,6713-4991,23,24,1922-09-23
nla.obj-632034282,Industry Times 632034282,Stacks A,Hillside House,6714-4998,36,1,1924-04-17
nla.obj-632034309,Policy Journal 632034309,Downtown Branch,Ironwood Publishing,6715-5005,32,2,1924-04-25
nla.obj-632034323,Innovation Forum 632034323,Main Library - Floor 1,Summit Editions,6716-5012,24,3,1924-05-02
nla.obj-632034346,Environmental Quarterly 632034346,Reference Wing,Summit House,6717-5019,48,4,1924-05-09
nla.obj-632034367,Environmental Journal 632034367,Riverside Branch,Bluebird Publishing,6718-5026,43,5,1924-05-16
nla.obj-632034380,Public Affairs Quarterly 632034380,Reference Wing,Maple House,6719-5033,8,6,1924-05-23
nla.obj-632034405,Civic Report 632034405,North Campus Library,Summit Books,6720-5040,17,7,1924-05-30
nla.obj-632034426,Finance Forum 632034426,Periodicals Desk,Crown Editions,6721-5047,6,8,1924-06-06
nla.obj-632034447,Global Chronicle 632034447,Main Library - Floor 2,Granite Books,6722-5054,37,9,1924-06-13
nla.obj-632034460,Medical Forum 632034460,Media Center,Maple Review,6723-5061,46,10,1924-06-20
nla.obj-632067921,Public Affairs Chronicle 632067921,Main Library - Floor 2,Stonefield Books,6724-5068,22,11,1924-06-27
nla.obj-632067945,Policy Chronicle 632067945,Stacks A,Summit Publishing,6725-5075,11,12,1924-07-04
nla.obj-632067968,Education Digest 632067968,North Campus Library,Summit Books,6726-5082,1,13,1924-07-11
nla.obj-632067984,Environmental Review 632067984,Riverside Branch,Summit Press,6727-5089,32,14,1924-07-18
nla.obj-632068009,Medical Journal 632068009,Stacks B,Elmwood Journals,6728-5096,8,15,1924-07-25
nla.obj-632068023,Finance Journal 632068023,Reference Wing,Bluebird Review,6729-5103,25,16,1924-08-01
nla.obj-632068046,Public Affairs Times 632068046,Main Library - Floor 1,Granite Publications,6730-5110,33,17,1924-08-08
nla.obj-632068067,Innovation Forum 632068067,Main Library - Floor 1,Bluebird Books,6731-5117,11,18,1924-08-15
nla.obj-632108680,Technology Quarterly 632108680,Riverside Branch,Maple Publishing,6732-5124,18,19,1924-08-22
nla.obj-632108811,Business Review 632108811,Periodicals Desk,Riverside Journals,6733-5131,46,20,1924-08-29
nla.obj-632108854,Technology Forum 632108854,Main Library - Floor 2,Bluebird Works,6734-5138,26,21,1924-09-05
nla.obj-632108985,Global Forum 632108985,Reference Wing,Broadview Publishing,6735-5145,8,22,1924-09-12
nla.obj-632149710,Education Observer 632149710,North Campus Library,Fairmont Publications,6736-5152,3,23,1924-09-19
nla.obj-632149849,Culture Bulletin 632149849,Main Library - Floor 2,Crown Works,6737-5159,1,24,1924-09-26
nla.obj-632149882,Economic Forum 632149882,Stacks A,Westgate Media Group,6738-5166,6,25,1924-10-03
nla.obj-632149954,Industry Forum 632149954,Main Library - Floor 1,Harbor Media Group,6739-5173,31,26,1924-10-10
nla.obj-632150058,Medical Chronicle 632150058,Media Center,Ironwood Media Group,6740-5180,38,27,1924-10-17
nla.obj-632150183,Research Chronicle 632150183,Periodicals Desk,Elmwood Journals,6741-5187,37,28,1924-10-24
nla.obj-63295763,Innovation Bulletin 63295763,South Campus Library,Northbridge Review,6742-5194,30,2,1914-08-01
nla.obj-633931982,Public Affairs Digest 633931982,Reference Wing,Crown Editions,6743-5201,12,18,1945-01-01
nla.obj-634500331,Technology Quarterly 634500331,North Campus Library,Westgate Press,6744-5208,46,1,1954-03-27
nla.obj-634500353,Global Observer 634500353,Archives Room,Pinecrest Journals,6745-5215,3,2,1954-04-03
nla.obj-634500377,Health Forum 634500377,South Campus Library,Granite Editions,6746-5222,17,3,1954-04-10
nla.obj-634500390,Innovation Review 634500390,Main Library - Floor 2,Lakeshore Journals,6747-5229,37,4,1954-04-17
nla.obj-634500419,Environmental Bulletin 634500419,Media Center,Hillside Editions,6748-5236,10,5,1954-04-19
nla.obj-634500435,Public Affairs Observer 634500435,Archives Room,Harbor Review,6749-5243,35,6,1954-04-24
nla.obj-634519574,Industry Report 634519574,Media Center,Broadview Publishing,6750-5250,11,7,1954-04-26
nla.obj-634519652,Civic Bulletin 634519652,Main Library - Floor 2,Ironwood Press,6751-5257,8,8,1954-05-01
nla.obj-634519694,Science Forum 634519694,Stacks B,Crescent Media Group,6752-5264,21,9,1954-05-08
nla.obj-634519719,Legal Review 634519719,Archives Room,Stonefield Editions,6753-5271,26,10,1954-05-15
nla.obj-634519844,Medical Digest 634519844,Stacks A,Riverside Books,6754-5278,21,11,1954-05-19
nla.obj-634519889,Public Affairs Chronicle 634519889,Media Center,Granite Journals,6755-5285,34,12,1954-05-22
nla.obj-634537871,Culture Forum 634537871,South Campus Library,Summit Journals,6756-5292,36,13,1954-05-29
nla.obj-634537894,Medical Times 634537894,Periodicals Desk,Lakeshore Media Group,6757-5299,13,14,1954-06-05
nla.obj-634537917,Medical Forum 634537917,Main Library - Floor 2,Harbor Editions,6758-5306,45,15,1954-06-12
nla.obj-634537930,Health Observer 634537930,Periodicals Desk,Stonefield Publishing,6759-5313,33,16,1954-06-14
nla.obj-634537958,Health Bulletin 634537958,Stacks B,Granite Journals,6760-5320,29,17,1954-06-19
nla.obj-634537974,Industry Times 634537974,Archives Room,Riverside Editions,6761-5327,26,18,1954-06-26
nla.obj-634837331,Technology Chronicle 634837331,South Campus Library,Maple Journals,6762-5334,12,1,1953-04-04
nla.obj-634837353,Culture Times 634837353,Media Center,Redwood Press,6763-5341,7,2,1953-04-06
nla.obj-634837377,Technology Forum 634837377,Reference Wing,Crown Works,6764-5348,35,3,1953-04-11
nla.obj-634837390,Science Report 634837390,Stacks B,Hillside Press,6765-5355,38,4,1953-04-15
nla.obj-634837419,Research Times 634837419,Riverside Branch,Pinecrest Journals,6766-5362,37,5,1953-04-18
nla.obj-634837435,Industry Review 634837435,Archives Room,Redwood Review,6767-5369,36,6,1953-04-25
nla.obj-634837456,Health Digest 634837456,Periodicals Desk,Westgate Editions,6768-5376,19,7,1953-05-02
nla.obj-634837470,Literary Digest 634837470,Main Library - Floor 2,Northbridge Media Group,6769-5383,43,8,1953-05-09
nla.obj-634837497,Policy Journal 634837497,Stacks B,Brighton Works,6770-5390,11,9,1953-05-16
nla.obj-634837512,Literary Report 634837512,Reference Wing,Maple Editions,6771-5397,14,11,1953-05-27
nla.obj-634837536,Literary Times 634837536,Periodicals Desk,Northbridge Journals,6772-5404,21,12,1953-05-30
nla.obj-634837561,Global Chronicle 634837561,Stacks B,Broadview Books,6773-5411,7,13,1953-06-02
nla.obj-634837585,Business Forum 634837585,Stacks B,Hillside Editions,6774-5418,7,14,1953-06-06
nla.obj-634837600,Legal Observer 634837600,Periodicals Desk,Bluebird Review,6775-5425,13,15,1953-06-13
nla.obj-634837621,Legal Journal 634837621,Archives Room,Summit Press,6776-5432,29,16,1953-06-20
nla.obj-634837645,Innovation Review 634837645,Riverside Branch,Stonefield House,6777-5439,20,17,1953-06-27
nla.obj-634880881,Finance Times 634880881,Stacks A,Broadview Publishing,6778-5446,10,10,1953-05-23
nla.obj-635376007,Economic Chronicle 635376007,Stacks B,Ironwood Publishing,6779-5453,46,1,1941-04-19
nla.obj-635376029,Environmental Journal 635376029,Periodicals Desk,Stonefield House,6780-5460,24,3,1941-04-26
nla.obj-635376041,Industry Forum 635376041,Main Library - Floor 1,Lakeshore Media Group,6781-5467,36,4,1941-05-03
nla.obj-635376064,Arts Report 635376064,Riverside Branch,Broadview Press,6782-5474,30,5,1941-05-10
nla.obj-635376086,Education Times 635376086,Riverside Branch,Fairmont Books,6783-5481,21,6,1941-05-17
nla.obj-635376108,Business Times 635376108,Stacks A,Broadview Editions,6784-5488,28,7,1941-05-24
nla.obj-635376124,Health Observer 635376124,Stacks B,Summit Editions,6785-5495,4,8,1941-05-31
nla.obj-635376143,Business Quarterly 635376143,Reference Wing,Broadview Media Group,6786-5502,1,9,1941-06-07
nla.obj-635486149,Economic Report 635486149,Media Center,Crown Press,6787-5509,28,10,1941-06-14
nla.obj-635486589,Industry Forum 635486589,Stacks A,Ironwood Publishing,6788-5516,38,12,1941-06-21
nla.obj-635487043,Culture Journal 635487043,South Campus Library,Maple Editions,6789-5523,24,13,1941-06-28
nla.obj-635487410,Civic Quarterly 635487410,Archives Room,Elmwood Journals,6790-5530,23,14,1941-07-05
nla.obj-635487852,Culture Digest 635487852,Riverside Branch,Crown Works,6791-5537,36,15,1941-07-12
nla.obj-635488234,Technology Chronicle 635488234,Main Library - Floor 2,Harbor House,6792-5544,40,16,1941-07-19
nla.obj-635488861,Culture Bulletin 635488861,Archives Room,Summit Publications,6793-5551,42,17,1941-07-26
nla.obj-635488971,Culture Chronicle 635488971,Media Center,Maple Publications,6794-5558,25,18,1941-08-02
nla.obj-635598954,Science Quarterly 635598954,Media Center,Elmwood Editions,6795-5565,2,19,1941-08-09
nla.obj-635598979,Industry Review 635598979,Stacks B,Northbridge Publishing,6796-5572,16,20,1941-08-16
nla.obj-635598998,Medical Journal 635598998,Stacks B,Elmwood Editions,6797-5579,22,21,1941-08-23
nla.obj-635599010,Industry Times 635599010,Stacks A,Riverside Press,6798-5586,22,22,1941-08-30
nla.obj-635599032,Civic Times 635599032,Main Library - Floor 2,Brighton Press,6799-5593,22,23,1941-09-06
nla.obj-635599055,Technology Times 635599055,Riverside Branch,Granite Works,6800-5600,20,24,1941-09-13
nla.obj-635599078,Literary Report 635599078,Downtown Branch,Bluebird Books,6801-5607,20,26,1941-09-27
nla.obj-635745326,Health Digest 635745326,Periodicals Desk,Granite Media Group,6802-5614,32,19,1940-01-01
nla.obj-636102125,Medical Quarterly 636102125,Riverside Branch,Westgate Editions,6803-5621,29,1,1948-04-10
nla.obj-636102149,Arts Observer 636102149,North Campus Library,Broadview Publishing,6804-5628,2,2,1948-04-17
nla.obj-636102293,Medical Times 636102293,Periodicals Desk,Ironwood Publishing,6805-5635,11,3,1948-04-24
nla.obj-636102319,Civic Chronicle 636102319,South Campus Library,Crown Editions,6806-5642,28,4,1948-04-26
nla.obj-636102335,Research Report 636102335,Media Center,Bluebird Editions,6807-5649,11,5,1948-05-01
nla.obj-636102356,Global Digest 636102356,Downtown Branch,Crown Editions,6808-5656,41,6,1948-05-08
nla.obj-636102370,Medical Bulletin 636102370,South Campus Library,Fairmont Editions,6809-5663,6,7,1948-05-15
nla.obj-636102397,Industry Observer 636102397,Stacks B,Hillside Publishing,6810-5670,35,8,1948-05-19
nla.obj-636102416,Science Digest 636102416,Periodicals Desk,Redwood Books,6811-5677,22,9,1948-05-22
nla.obj-636102434,Health Chronicle 636102434,Stacks A,Crescent Publications,6812-5684,7,10,1948-05-29
nla.obj-636102450,Economic Report 636102450,Reference Wing,Pinecrest Review,6813-5691,31,11,1948-06-05
nla.obj-636102475,Global Report 636102475,Main Library - Floor 1,Brighton Publications,6814-5698,38,12,1948-06-12
nla.obj-636102531,Education Digest 636102531,Stacks B,Hillside Media Group,6815-5705,41,13,1948-06-14
nla.obj-636102553,Global Observer 636102553,Reference Wing,Pinecrest Publications,6816-5712,14,14,1948-06-19
nla.obj-636102577,Literary Bulletin 636102577,Reference Wing,Ironwood Press,6817-5719,3,15,1948-06-26
nla.obj-636102590,Research Journal 636102590,Stacks A,Hillside Publishing,6818-5726,48,16,1948-07-03
nla.obj-636102614,Medical Report 636102614,Main Library - Floor 2,Riverside Editions,6819-5733,23,17,1948-07-10
nla.obj-636102638,Arts Observer 636102638,Reference Wing,Harbor Publishing,6820-5740,18,18,1948-07-17
nla.obj-636102651,Global Journal 636102651,Main Library - Floor 2,Riverside Books,6821-5747,29,19,1948-07-24
nla.obj-636102672,Science Digest 636102672,North Campus Library,Broadview Media Group,6822-5754,39,20,1948-07-31
nla.obj-636102695,Legal Forum 636102695,Downtown Branch,Harbor Publishing,6823-5761,8,21,1948-08-07
nla.obj-636102718,Finance Review 636102718,Stacks B,Northbridge Works,6824-5768,24,22,1948-08-14
nla.obj-636102739,Environmental Digest 636102739,Reference Wing,Elmwood Journals,6825-5775,20,23,1948-08-21
nla.obj-636102752,Science Digest 636102752,Media Center,Granite Publications,6826-5782,29,24,1948-08-28
nla.obj-636102771,Health Times 636102771,Reference Wing,Riverside Review,6827-5789,30,25,1948-09-04
nla.obj-636102794,Finance Chronicle 636102794,Main Library - Floor 1,Ironwood Works,6828-5796,28,26,1948-09-11
nla.obj-636102811,Public Affairs Review 636102811,Stacks B,Hillside Press,6829-5803,21,27,1948-09-18
nla.obj-636172047,Economic Forum 636172047,Media Center,Hillside Publications,6830-5810,21,21,1925-09-18
nla.obj-636172052,Innovation Observer 636172052,Reference Wing,Granite Journals,6831-5817,44,15,1925-08-07
nla.obj-636172141,Education Journal 636172141,Archives Room,Lakeshore Books,6832-5824,41,16,1925-08-14
nla.obj-636172164,Legal Chronicle 636172164,Main Library - Floor 1,Elmwood Media Group,6833-5831,36,22,1925-09-25
nla.obj-636172186,Culture Chronicle 636172186,Archives Room,Pinecrest Review,6834-5838,2,23,1925-10-02
nla.obj-636172193,Business Digest 636172193,Main Library - Floor 2,Granite Editions,6835-5845,7,17,1925-08-21
nla.obj-636172236,Policy Quarterly 636172236,Main Library - Floor 1,Stonefield Publications,6836-5852,26,24,1925-10-09
nla.obj-636172257,Environmental Observer 636172257,North Campus Library,Lakeshore Journals,6837-5859,19,18,1925-08-28
nla.obj-636172273,Education Report 636172273,South Campus Library,Northbridge Works,6838-5866,13,25,1925-10-16
nla.obj-636172299,Civic Review 636172299,Periodicals Desk,Ironwood Media Group,6839-5873,39,19,1925-09-04
nla.obj-636172317,Civic Observer 636172317,Riverside Branch,Hillside Media Group,6840-5880,16,26,1925-10-23
nla.obj-636172330,Research Digest 636172330,Main Library - Floor 1,Crescent Publishing,6841-5887,34,20,1925-09-11
nla.obj-636813072,Legal Digest 636813072,Riverside Branch,Crescent Editions,6842-5894,10,18,1953-07-04
nla.obj-636813095,Science Forum 636813095,Downtown Branch,Granite Journals,6843-5901,37,19,1953-07-11
nla.obj-636813115,Research Report 636813115,Reference Wing,Crescent Press,6844-5908,25,20,1953-07-18
nla.obj-636813131,Technology Review 636813131,Main Library - Floor 2,Westgate Books,6845-5915,31,21,1953-07-25
nla.obj-636813153,Arts Times 636813153,Main Library - Floor 2,Crescent Press,6846-5922,28,22,1953-08-01
nla.obj-636813177,Industry Bulletin 636813177,Periodicals Desk,Crown Editions,6847-5929,43,23,1953-08-08
nla.obj-636813190,Finance Times 636813190,Downtown Branch,Northbridge House,6848-5936,29,24,1953-08-15
nla.obj-636813211,Finance Observer 636813211,Riverside Branch,Pinecrest Works,6849-5943,41,25,1953-08-22
nla.obj-636813233,Innovation Times 636813233,Periodicals Desk,Broadview House,6850-5950,41,26,1953-08-29
nla.obj-636813254,Medical Bulletin 636813254,Stacks A,Westgate House,6851-5957,28,27,1953-09-05
nla.obj-636813279,Arts Report 636813279,Stacks A,Granite House,6852-5964,17,28,1953-09-12
nla.obj-636813298,Literary Forum 636813298,Periodicals Desk,Bluebird House,6853-5971,7,29,1953-09-19
nla.obj-636813316,Business Digest 636813316,Stacks A,Westgate Media Group,6854-5978,10,30,1953-10-01
nla.obj-636813334,Research Chronicle 636813334,Reference Wing,Maple Publishing,6855-5985,15,31,1953-11-01
nla.obj-636813350,Industry Journal 636813350,Stacks B,Lakeshore Press,6856-5992,20,32,1953-12-01
